Region,Country,Age,Arrivals,Year
Oceania,New Zealand,65 and Over,7379,2016
Oceania,New Zealand,Total,102328,2017
Oceania,New Zealand,Under 25,21176,2017
Oceania,New Zealand,25 - 34,24973,2017
Oceania,New Zealand,35 - 44,15167,2017
Oceania,New Zealand,45 - 54,16638,2017
Oceania,New Zealand,55 - 64,14404,2017
Oceania,New Zealand,65 and Over,9970,2017
Oceania,New Zealand,Total,100887,2018
Oceania,New Zealand,Under 25,19782,2018
Oceania,New Zealand,25 - 34,21670,2018
Oceania,New Zealand,35 - 44,14774,2018
Oceania,New Zealand,45 - 54,18300,2018
Oceania,New Zealand,55 - 64,14991,2018
Oceania,New Zealand,65 and Over,11370,2018
Oceania,New Zealand,Total,93740,2019
Oceania,New Zealand,Under 25,18362,2019
Oceania,New Zealand,25 - 34,17727,2019
Oceania,New Zealand,35 - 44,14405,2019
Oceania,New Zealand,45 - 54,17080,2019
Oceania,New Zealand,55 - 64,15554,2019
Oceania,New Zealand,65 and Over,10612,2019
Oceania,New Zealand,Total,13773,2020
Oceania,New Zealand,Under 25,3035,2020
Oceania,New Zealand,25 - 34,3112,2020
Oceania,New Zealand,35 - 44,2386,2020
Oceania,New Zealand,45 - 54,2102,2020
Oceania,New Zealand,55 - 64,1972,2020
Oceania,New Zealand,65 and Over,1166,2020
Oceania,Others in Oceania,Total,5562,2015
Oceania,Others in Oceania,Under 25,1260,2015
Oceania,Others in Oceania,25 - 34,690,2015
Oceania,Others in Oceania,35 - 44,1309,2015
Oceania,Others in Oceania,45 - 54,1217,2015
Oceania,Others in Oceania,55 - 64,769,2015
Oceania,Others in Oceania,65 and Over,317,2015
Oceania,Others in Oceania,Total,6119,2016
Oceania,Others in Oceania,Under 25,828,2016
Oceania,Others in Oceania,25 - 34,1189,2016
Oceania,Others in Oceania,35 - 44,1267,2016
Oceania,Others in Oceania,45 - 54,1304,2016
Oceania,Others in Oceania,55 - 64,1093,2016
Oceania,Others in Oceania,65 and Over,438,2016
Oceania,Others in Oceania,Total,7964,2017
Oceania,Others in Oceania,Under 25,985,2017
Oceania,Others in Oceania,25 - 34,1509,2017
Oceania,Others in Oceania,35 - 44,1692,2017
Oceania,Others in Oceania,45 - 54,1660,2017
Oceania,Others in Oceania,55 - 64,1389,2017
Oceania,Others in Oceania,65 and Over,729,2017
Oceania,Others in Oceania,Total,7917,2018
Oceania,Others in Oceania,Under 25,956,2018
Oceania,Others in Oceania,25 - 34,1534,2018
Oceania,Others in Oceania,35 - 44,1748,2018
Oceania,Others in Oceania,45 - 54,1657,2018
Oceania,Others in Oceania,55 - 64,1333,2018
Oceania,Others in Oceania,65 and Over,689,2018
Oceania,Others in Oceania,Total,8616,2019
Oceania,Others in Oceania,Under 25,1037,2019
Oceania,Others in Oceania,25 - 34,1442,2019
Oceania,Others in Oceania,35 - 44,2018,2019
Oceania,Others in Oceania,45 - 54,1800,2019
Oceania,Others in Oceania,55 - 64,1476,2019
Oceania,Others in Oceania,65 and Over,843,2019
Oceania,Others in Oceania,Total,1458,2020
Oceania,Others in Oceania,Under 25,183,2020
Oceania,Others in Oceania,25 - 34,243,2020
Oceania,Others in Oceania,35 - 44,307,2020
Oceania,Others in Oceania,45 - 54,313,2020
Oceania,Others in Oceania,55 - 64,264,2020
Oceania,Others in Oceania,65 and Over,148,2020
Middle East,Egypt,Total,22851,2015
Middle East,Egypt,Under 25,3948,2015
Middle East,Egypt,25 - 34,8356,2015
Middle East,Egypt,35 - 44,4822,2015
Middle East,Egypt,45 - 54,3179,2015
Middle East,Egypt,55 - 64,2026,2015
Middle East,Egypt,65 and Over,520,2015
Middle East,Egypt,Total,24913,2016
Middle East,Egypt,Under 25,5838,2016
Middle East,Egypt,25 - 34,9786,2016
Middle East,Egypt,35 - 44,5133,2016
Middle East,Egypt,45 - 54,2489,2016
Middle East,Egypt,55 - 64,1188,2016
Middle East,Egypt,65 and Over,479,2016
Middle East,Egypt,Total,19730,2017
Middle East,Egypt,Under 25,3528,2017
Middle East,Egypt,25 - 34,8404,2017
Middle East,Egypt,35 - 44,4179,2017
Middle East,Egypt,45 - 54,2017,2017
Middle East,Egypt,55 - 64,1159,2017
Middle East,Egypt,65 and Over,443,2017
Middle East,Egypt,Total,18161,2018
Middle East,Egypt,Under 25,3109,2018
Middle East,Egypt,25 - 34,7331,2018
Middle East,Egypt,35 - 44,3840,2018
Middle East,Egypt,45 - 54,2222,2018
Middle East,Egypt,55 - 64,1222,2018
Middle East,Egypt,65 and Over,437,2018
Middle East,Egypt,Total,19010,2019
Middle East,Egypt,Under 25,3111,2019
Middle East,Egypt,25 - 34,6942,2019
Middle East,Egypt,35 - 44,4568,2019
Middle East,Egypt,45 - 54,2391,2019
Middle East,Egypt,55 - 64,1354,2019
Middle East,Egypt,65 and Over,644,2019
Middle East,Egypt,Total,3084,2020
Middle East,Egypt,Under 25,506,2020
Middle East,Egypt,25 - 34,968,2020
Middle East,Egypt,35 - 44,702,2020
Middle East,Egypt,45 - 54,430,2020
Middle East,Egypt,55 - 64,283,2020
Middle East,Egypt,65 and Over,195,2020
Southern/Medit. Europe,Israel,Total,138499,2015
Southern/Medit. Europe,Israel,Under 25,30083,2015
Southern/Medit. Europe,Israel,25 - 34,26863,2015
Southern/Medit. Europe,Israel,35 - 44,29589,2015
Southern/Medit. Europe,Israel,45 - 54,24774,2015
Southern/Medit. Europe,Israel,55 - 64,19030,2015
Southern/Medit. Europe,Israel,65 and Over,8160,2015
Southern/Medit. Europe,Israel,Total,161254,2016
Southern/Medit. Europe,Israel,Under 25,49427,2016
Southern/Medit. Europe,Israel,25 - 34,40036,2016
Southern/Medit. Europe,Israel,35 - 44,24130,2016
Southern/Medit. Europe,Israel,45 - 54,20600,2016
Southern/Medit. Europe,Israel,55 - 64,16962,2016
Southern/Medit. Europe,Israel,65 and Over,10099,2016
Southern/Medit. Europe,Israel,Total,174815,2017
Southern/Medit. Europe,Israel,Under 25,51433,2017
Southern/Medit. Europe,Israel,25 - 34,37961,2017
Southern/Medit. Europe,Israel,35 - 44,27359,2017
Southern/Medit. Europe,Israel,45 - 54,26004,2017
Southern/Medit. Europe,Israel,55 - 64,18565,2017
Southern/Medit. Europe,Israel,65 and Over,13493,2017
Southern/Medit. Europe,Israel,Total,185366,2018
Southern/Medit. Europe,Israel,Under 25,53039,2018
Southern/Medit. Europe,Israel,25 - 34,41993,2018
Southern/Medit. Europe,Israel,35 - 44,28188,2018
Southern/Medit. Europe,Israel,45 - 54,27271,2018
Southern/Medit. Europe,Israel,55 - 64,20434,2018
Southern/Medit. Europe,Israel,65 and Over,14441,2018
Southern/Medit. Europe,Israel,Total,194081,2019
Southern/Medit. Europe,Israel,Under 25,63480,2019
Southern/Medit. Europe,Israel,25 - 34,42391,2019
Southern/Medit. Europe,Israel,35 - 44,27107,2019
Southern/Medit. Europe,Israel,45 - 54,27798,2019
Southern/Medit. Europe,Israel,55 - 64,19224,2019
Southern/Medit. Europe,Israel,65 and Over,14081,2019
Southern/Medit. Europe,Israel,Total,29568,2020
Southern/Medit. Europe,Israel,Under 25,7286,2020
Southern/Medit. Europe,Israel,25 - 34,6200,2020
Southern/Medit. Europe,Israel,35 - 44,4797,2020
Southern/Medit. Europe,Israel,45 - 54,4832,2020
Southern/Medit. Europe,Israel,55 - 64,3668,2020
Southern/Medit. Europe,Israel,65 and Over,2785,2020
Middle East,Kuwait,Total,72830,2015
Middle East,Kuwait,Under 25,16772,2015
Middle East,Kuwait,25 - 34,17286,2015
Middle East,Kuwait,35 - 44,15865,2015
Middle East,Kuwait,45 - 54,14244,2015
Middle East,Kuwait,55 - 64,6568,2015
Middle East,Kuwait,65 and Over,2095,2015
Middle East,Kuwait,Total,68168,2016
Middle East,Kuwait,Under 25,23994,2016
Middle East,Kuwait,25 - 34,18930,2016
Middle East,Kuwait,35 - 44,11124,2016
Middle East,Kuwait,45 - 54,8379,2016
Middle East,Kuwait,55 - 64,3987,2016
Middle East,Kuwait,65 and Over,1754,2016
Middle East,Kuwait,Total,80895,2017
Middle East,Kuwait,Under 25,25177,2017
Middle East,Kuwait,25 - 34,23202,2017
Middle East,Kuwait,35 - 44,14097,2017
Middle East,Kuwait,45 - 54,10256,2017
Middle East,Kuwait,55 - 64,5819,2017
Middle East,Kuwait,65 and Over,2344,2017
Middle East,Kuwait,Total,77365,2018
Middle East,Kuwait,Under 25,22042,2018
Middle East,Kuwait,25 - 34,22047,2018
Middle East,Kuwait,35 - 44,14286,2018
Middle East,Kuwait,45 - 54,10364,2018
Middle East,Kuwait,55 - 64,6070,2018
Middle East,Kuwait,65 and Over,2556,2018
Middle East,Kuwait,Total,84504,2019
Middle East,Kuwait,Under 25,24884,2019
Middle East,Kuwait,25 - 34,21595,2019
Middle East,Kuwait,35 - 44,15519,2019
Middle East,Kuwait,45 - 54,11607,2019
Middle East,Kuwait,55 - 64,7329,2019
Middle East,Kuwait,65 and Over,3570,2019
Middle East,Kuwait,Total,11149,2020
Middle East,Kuwait,Under 25,2850,2020
Middle East,Kuwait,25 - 34,2817,2020
Middle East,Kuwait,35 - 44,2255,2020
Middle East,Kuwait,45 - 54,1672,2020
Middle East,Kuwait,55 - 64,1043,2020
Middle East,Kuwait,65 and Over,512,2020
Middle East,Saudi Arabia,Total,25153,2015
Middle East,Saudi Arabia,Under 25,5286,2015
Middle East,Saudi Arabia,25 - 34,7983,2015
Middle East,Saudi Arabia,35 - 44,5105,2015
Middle East,Saudi Arabia,45 - 54,4284,2015
Middle East,Saudi Arabia,55 - 64,1909,2015
Middle East,Saudi Arabia,65 and Over,586,2015
Middle East,Saudi Arabia,Total,33038,2016
Middle East,Saudi Arabia,Under 25,7550,2016
Middle East,Saudi Arabia,25 - 34,12620,2016
Middle East,Saudi Arabia,35 - 44,6964,2016
Middle East,Saudi Arabia,45 - 54,3533,2016
Middle East,Saudi Arabia,55 - 64,1804,2016
Middle East,Saudi Arabia,65 and Over,567,2016
Middle East,Saudi Arabia,Total,42610,2017
Middle East,Saudi Arabia,Under 25,8442,2017
Middle East,Saudi Arabia,25 - 34,17143,2017
Middle East,Saudi Arabia,35 - 44,9038,2017
Middle East,Saudi Arabia,45 - 54,4745,2017
Middle East,Saudi Arabia,55 - 64,2431,2017
Middle East,Saudi Arabia,65 and Over,811,2017
Middle East,Saudi Arabia,Total,35090,2018
Middle East,Saudi Arabia,Under 25,6454,2018
Middle East,Saudi Arabia,25 - 34,13437,2018
Middle East,Saudi Arabia,35 - 44,7817,2018
Middle East,Saudi Arabia,45 - 54,4210,2018
Middle East,Saudi Arabia,55 - 64,2397,2018
Middle East,Saudi Arabia,65 and Over,775,2018
Middle East,Saudi Arabia,Total,36783,2019
Middle East,Saudi Arabia,Under 25,7287,2019
Middle East,Saudi Arabia,25 - 34,13418,2019
Middle East,Saudi Arabia,35 - 44,8319,2019
Middle East,Saudi Arabia,45 - 54,4599,2019
Middle East,Saudi Arabia,55 - 64,2437,2019
Middle East,Saudi Arabia,65 and Over,723,2019
Middle East,Saudi Arabia,Total,6372,2020
Middle East,Saudi Arabia,Under 25,1140,2020
Middle East,Saudi Arabia,25 - 34,2212,2020
Middle East,Saudi Arabia,35 - 44,1641,2020
Middle East,Saudi Arabia,45 - 54,809,2020
Middle East,Saudi Arabia,55 - 64,448,2020
Middle East,Saudi Arabia,65 and Over,122,2020
Middle East,United Arab Emirates,Total,171516,2015
Middle East,United Arab Emirates,Under 25,30774,2015
Middle East,United Arab Emirates,25 - 34,51142,2015
Middle East,United Arab Emirates,35 - 44,42250,2015
Middle East,United Arab Emirates,45 - 54,28950,2015
Middle East,United Arab Emirates,55 - 64,14283,2015
Middle East,United Arab Emirates,65 and Over,4117,2015
Middle East,United Arab Emirates,Total,187665,2016
Middle East,United Arab Emirates,Under 25,53041,2016
Middle East,United Arab Emirates,25 - 34,56180,2016
Middle East,United Arab Emirates,35 - 44,38943,2016
Middle East,United Arab Emirates,45 - 54,22238,2016
Middle East,United Arab Emirates,55 - 64,12018,2016
Middle East,United Arab Emirates,65 and Over,5245,2016
Middle East,United Arab Emirates,Total,199475,2017
Middle East,United Arab Emirates,Under 25,57138,2017
Middle East,United Arab Emirates,25 - 34,56174,2017
Middle East,United Arab Emirates,35 - 44,43417,2017
Middle East,United Arab Emirates,45 - 54,23811,2017
Middle East,United Arab Emirates,55 - 64,12884,2017
Middle East,United Arab Emirates,65 and Over,6051,2017
Middle East,United Arab Emirates,Total,151137,2018
Middle East,United Arab Emirates,Under 25,40106,2018
Middle East,United Arab Emirates,25 - 34,42137,2018
Middle East,United Arab Emirates,35 - 44,33328,2018
Middle East,United Arab Emirates,45 - 54,19370,2018
Middle East,United Arab Emirates,55 - 64,11105,2018
Middle East,United Arab Emirates,65 and Over,5091,2018
Middle East,United Arab Emirates,Total,145530,2019
Middle East,United Arab Emirates,Under 25,38722,2019
Middle East,United Arab Emirates,25 - 34,37898,2019
Middle East,United Arab Emirates,35 - 44,32918,2019
Middle East,United Arab Emirates,45 - 54,19643,2019
Middle East,United Arab Emirates,55 - 64,11272,2019
Middle East,United Arab Emirates,65 and Over,5077,2019
Middle East,United Arab Emirates,Total,9550,2020
Middle East,United Arab Emirates,Under 25,1493,2020
Middle East,United Arab Emirates,25 - 34,2987,2020
Middle East,United Arab Emirates,35 - 44,2510,2020
Middle East,United Arab Emirates,45 - 54,1263,2020
Middle East,United Arab Emirates,55 - 64,914,2020
Middle East,United Arab Emirates,65 and Over,383,2020
Middle East,Others in Middle East,Total,289942,2015
Middle East,Others in Middle East,Under 25,50423,2015
Middle East,Others in Middle East,25 - 34,81332,2015
Middle East,Others in Middle East,35 - 44,69683,2015
Middle East,Others in Middle East,45 - 54,53814,2015
Middle East,Others in Middle East,55 - 64,26829,2015
Middle East,Others in Middle East,65 and Over,7861,2015
Middle East,Others in Middle East,Total,346420,2016
Middle East,Others in Middle East,Under 25,81380,2016
Middle East,Others in Middle East,25 - 34,116673,2016
Middle East,Others in Middle East,35 - 44,71900,2016
Middle East,Others in Middle East,45 - 54,43376,2016
Middle East,Others in Middle East,55 - 64,23780,2016
Middle East,Others in Middle East,65 and Over,9311,2016
Middle East,Others in Middle East,Total,357518,2017
Middle East,Others in Middle East,Under 25,72753,2017
Middle East,Others in Middle East,25 - 34,120967,2017
Middle East,Others in Middle East,35 - 44,80744,2017
Middle East,Others in Middle East,45 - 54,45980,2017
Middle East,Others in Middle East,55 - 64,26193,2017
Middle East,Others in Middle East,65 and Over,10881,2017
Middle East,Others in Middle East,Total,300677,2018
Middle East,Others in Middle East,Under 25,63329,2018
Middle East,Others in Middle East,25 - 34,93398,2018
Middle East,Others in Middle East,35 - 44,67977,2018
Middle East,Others in Middle East,45 - 54,40920,2018
Middle East,Others in Middle East,55 - 64,25019,2018
Middle East,Others in Middle East,65 and Over,10034,2018
Middle East,Others in Middle East,Total,247410,2019
Middle East,Others in Middle East,Under 25,52837,2019
Middle East,Others in Middle East,25 - 34,72786,2019
Middle East,Others in Middle East,35 - 44,58575,2019
Middle East,Others in Middle East,45 - 54,33114,2019
Middle East,Others in Middle East,55 - 64,20761,2019
Middle East,Others in Middle East,65 and Over,9337,2019
Middle East,Others in Middle East,Total,25507,2020
Middle East,Others in Middle East,Under 25,3918,2020
Middle East,Others in Middle East,25 - 34,7292,2020
Middle East,Others in Middle East,35 - 44,6625,2020
Middle East,Others in Middle East,45 - 54,3873,2020
Middle East,Others in Middle East,55 - 64,2547,2020
Middle East,Others in Middle East,65 and Over,1252,2020
Africa,South Africa,Total,74397,2015
Africa,South Africa,Under 25,12599,2015
Africa,South Africa,25 - 34,22119,2015
Africa,South Africa,35 - 44,14934,2015
Africa,South Africa,45 - 54,13612,2015
Africa,South Africa,55 - 64,8514,2015
Africa,South Africa,65 and Over,2619,2015
Africa,South Africa,Total,76541,2016
Africa,South Africa,Under 25,17431,2016
Africa,South Africa,25 - 34,31767,2016
Africa,South Africa,35 - 44,12405,2016
Africa,South Africa,45 - 54,7869,2016
Africa,South Africa,55 - 64,5052,2016
Africa,South Africa,65 and Over,2017,2016
Africa,South Africa,Total,91182,2017
Africa,South Africa,Under 25,16997,2017
Africa,South Africa,25 - 34,30128,2017
Africa,South Africa,35 - 44,17210,2017
Africa,South Africa,45 - 54,13168,2017
Africa,South Africa,55 - 64,9531,2017
Africa,South Africa,65 and Over,4148,2017
Africa,South Africa,Total,97071,2018
Africa,South Africa,Under 25,15704,2018
Africa,South Africa,25 - 34,27166,2018
Africa,South Africa,35 - 44,19197,2018
Africa,South Africa,45 - 54,17091,2018
Africa,South Africa,55 - 64,12605,2018
Africa,South Africa,65 and Over,5308,2018
Africa,South Africa,Total,89750,2019
Africa,South Africa,Under 25,14679,2019
Africa,South Africa,25 - 34,23552,2019
Africa,South Africa,35 - 44,18406,2019
Africa,South Africa,45 - 54,15470,2019
Africa,South Africa,55 - 64,11598,2019
Africa,South Africa,65 and Over,6045,2019
Africa,South Africa,Total,9692,2020
Africa,South Africa,Under 25,1569,2020
Africa,South Africa,25 - 34,2753,2020
Africa,South Africa,35 - 44,1959,2020
Africa,South Africa,45 - 54,1638,2020
Africa,South Africa,55 - 64,1169,2020
Africa,South Africa,65 and Over,604,2020
Africa,Others in Africa,Total,90277,2015
Africa,Others in Africa,Under 25,21028,2015
Africa,Others in Africa,25 - 34,21878,2015
Africa,Others in Africa,35 - 44,21837,2015
Africa,Others in Africa,45 - 54,14004,2015
Africa,Others in Africa,55 - 64,8453,2015
Africa,Others in Africa,65 and Over,3077,2015
Africa,Others in Africa,Total,96193,2016
Africa,Others in Africa,Under 25,15724,2016
Africa,Others in Africa,25 - 34,27569,2016
Africa,Others in Africa,35 - 44,22079,2016
Africa,Others in Africa,45 - 54,15664,2016
Africa,Others in Africa,55 - 64,10165,2016
Africa,Others in Africa,65 and Over,4992,2016
Africa,Others in Africa,Total,101112,2017
Africa,Others in Africa,Under 25,16773,2017
Africa,Others in Africa,25 - 34,29918,2017
Africa,Others in Africa,35 - 44,23331,2017
Africa,Others in Africa,45 - 54,16093,2017
Africa,Others in Africa,55 - 64,10251,2017
Africa,Others in Africa,65 and Over,4746,2017
Africa,Others in Africa,Total,103257,2018
Africa,Others in Africa,Under 25,15995,2018
Africa,Others in Africa,25 - 34,30430,2018
Africa,Others in Africa,35 - 44,24430,2018
Africa,Others in Africa,45 - 54,16420,2018
Africa,Others in Africa,55 - 64,10603,2018
Africa,Others in Africa,65 and Over,5379,2018
Africa,Others in Africa,Total,107069,2019
Africa,Others in Africa,Under 25,16530,2019
Africa,Others in Africa,25 - 34,30640,2019
Africa,Others in Africa,35 - 44,26042,2019
Africa,Others in Africa,45 - 54,17752,2019
Africa,Others in Africa,55 - 64,11108,2019
Africa,Others in Africa,65 and Over,4997,2019
Africa,Others in Africa,Total,15371,2020
Africa,Others in Africa,Under 25,2203,2020
Africa,Others in Africa,25 - 34,4373,2020
Africa,Others in Africa,35 - 44,3785,2020
Africa,Others in Africa,45 - 54,2434,2020
Africa,Others in Africa,55 - 64,1580,2020
Africa,Others in Africa,65 and Over,996,2020
